"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat"
"20230321_094627",TRUE,"CS_V02",2012,0.940323877502662,0.949774406601764,2.77576515506399,99,111,123,24,82.6213329496737,71.1489960523102,8.88849456516514,6.27702568836634,1,0.653446926560544,15.483200058778,6.51373858217153,-0.00677548586773229,0,0.158291110015397,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2012","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","67,174","67,92","76,141","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","CS_V02","",NA,NA
"20230321_094733",TRUE,"CS_V02",2013,0.901940067250185,0.76017655805632,1.8031945487315,99,113,127,28,41.6729849434072,32.0390041867907,4.25762524966999,2.23901367613812,12,0.0761905656575284,11.7657346218147,7.40459838195713,-0.00217011525223646,0,0.122284227216209,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2013","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","65,174","67,92","76,141","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","CS_V02","",NA,NA
"20230322_094441",FALSE,"CS_V02",2014,0.82258467410257,0.596844159188053,2.45967598004083,89,114,139,50,113.067389084658,100.775544315391,6.23757694253139,4.90773218263615,NA,-1.45266414287442,49.4653420378017,13.7132156775439,0.00632111066096496,0,0.125358079063691,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2015,0.771608140738449,0.576002678317807,2.20580467465222,120,130,140,20,58.469357823241,55.4474310587172,12.9251564039615,6.59073231066366,1,-0.694182806268971,15.7844863005027,5.23906636028247,0.00261030471669649,0,0.178113995406933,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2016,0.817487693880305,0.671873135910931,1.79183826708193,35,91,147,112,123.56527224162,120.197356411341,2.6566208672553,2.20181936290176,5,-0.8054916491949,73.6124583860351,31.1768312344108,0.00284652027372157,0,0.126007806291471,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2017,1.0340387067842,1.00257256623737,1.87466882432899,83,104,125,42,67.4738645734547,55.8226449587079,14.7692748125161,2.59364661578285,12,-0.329065438492627,19.3344154837239,11.3456506086989,0.00158609133434317,0,0.177420650372322,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2018,0.915087768057965,0.633681614560823,2.24378922115726,75,111,147,72,125.835198138096,109.944382764127,4.17476757680149,3.07552037985923,1,-0.317690797661391,42.7461377106103,20.0307565301604,0.00018170793425497,0,0.188406234528654,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2019,0.662684175276316,0.482037265096756,1.9426138888075,93,111,129,36,72.3973927068709,119.253775380226,2.88601309092705,7.65260859333014,12,-0.201059159088537,28.7797383624988,9.68102353549603,-0.000647214847746159,0,0.114414631670562,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2020,0.935003149075578,0.77599258163878,2.37801440979822,84,104,124,40,94.8986309530376,99.8525352278604,9.39875981371144,5.42014961632684,1,-0.512124337103536,29.6990865623351,11.0618283595549,0.00205362040331215,0,0.152036372390097,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"CS_V02",2021,1.31758134466471,0.979899628563916,2.40233816602213,76,103,130,54,220.336883991542,189.644956955417,18.1778650891676,7.92740176689615,1,-0.41128869326768,41.7405639009926,14.6335618219965,0.00199323741231126,0,0.180364623304174,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_095315",TRUE,"CS_V02",2022,0.900736539516364,0.700848031432055,2.68806526262734,107,112,117,10,79.8819269557905,84.4537683010323,28.3601157706517,21.818847775791,NA,-0.214350049078752,10.4753058400621,2.69150080651449,0.000114635215524587,0,0.150812719476911,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","48,156","67,92","76,141","percent_thresh","0.1","TRUE","TRUE","FALSE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","CS_V02","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2002,0.295534835333776,0.29264920906963,1.16575730130173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2003,0.618259644494327,0.454072643841294,2.8170034632266,79,103,127,48,78.0997740148214,71.034224339146,6.46108731400074,3.16709201618913,1,-0.277412836939402,33.7954328059649,13.236082347173,-0.0019106811653837,0,0.165791327820456,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2004,0.552892399729389,0.439776542740345,2.17182152050787,85,106,127,42,67.7972416090582,56.5790562662557,4.29900331705108,2.79360707814031,12,-0.111494403105995,25.0766330254984,11.3923719156117,-0.00244157824998215,0,0.146003128156759,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2005,0.498170901799283,0.456001215383791,1.94265599517657,69,91,113,44,45.7105034155927,37.019644132901,4.35995347101856,1.66921465415387,125,-0.414069746982449,21.9884024932353,11.9187990790045,-0.000123942682983489,0,0.173962311634822,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2006,0.666925592589675,0.604842914057191,2.36291301689675,79,99,119,40,67.4244498619473,64.6971518079956,14.7712781249324,3.36958002605255,1,-0.253977204896964,24.8023223353596,10.9197115228486,-0.000676963517800451,0,0.22326951865975,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2007,0.788090007450643,0.551027550014045,2.67660231461219,68,97,126,58,108.83622400996,100.107371635971,7.41123342582836,3.78689550675909,1,-0.608274378871706,44.0653992808638,16.0085826325654,0.00128382293346548,0,0.190268482084339,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2008,0.706864661645948,0.603818162159159,2.08627574405227,91,108,125,34,42.3797823248177,39.1223965758904,6.511907869944,2.31137511460722,1,-0.187862585017222,17.5686367848889,9.17297708423751,-0.00120642397839349,0,0.172876824522899,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2009,0.507587001412216,0.406214785862425,1.92612138378461,86,100,114,28,22.4732371827645,22.747636545249,1.92365727312294,1.60285348064849,NA,-0.071532410867217,12.0341501469293,7.37891990423331,-0.00264315924505313,0,0.12929544601134,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_115603",TRUE,"ESS_V02",2010,0.755716496835115,0.647081805814794,2.46189935470668,63,86,109,46,101.306840936214,81.3970047364488,8.26280709917735,3.84886865428336,12,-0.234722377886914,30.425364707491,12.3086013542859,-0.00138088110994971,0,0.180733855697725,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2010","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","36,161","67,92","76,141","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","ESS_V02","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2011,0.888769088236662,0.649325546724742,2.59525933310809,83,98,113,30,81.2403818576785,73.4401827109671,19.0768399075884,5.30845661445449,1,-0.172504624199087,20.7331986053476,8.14604644946626,-0.000753343411236414,0,0.173894826999896,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2012,0.67061847315914,0.493860622370595,2.49726923348729,74,91,108,34,118.877091965471,72.4968434103028,15.9003761927791,4.78651453070209,125,-0.307580849075579,24.4491113101145,9.07342053845292,-0.000540790110765334,0,0.184351734222032,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2013,0.547726142465423,0.447685217929666,2.26236862870153,99,110,121,22,132.789227287979,66.9657793761893,15.8851563987493,7.26862548432072,12,-0.227465083257179,17.8714560275146,5.79367559123952,-0.00104872608341114,0,0.155610464413129,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2014,0.631553652054795,0.622058074709222,2.00586021132703,75,101,127,52,53.3594231575122,49.3442003522862,3.33244245353377,1.79420685067893,1,-0.171952177129526,23.8927268432076,14.4746490712,-0.00123814893118327,0,0.195081664036069,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2015,0.589710493416736,0.460433441451283,2.09376343603852,85,104,123,38,41.0179810953467,36.6693242610763,3.14564371153722,1.87900158061354,1,-0.192221978500419,18.7170869166706,10.4381236368315,-0.00150294252047669,0,0.131032222359015,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2016,0.517876942354945,0.408045389831625,1.89269460421973,68,91,114,46,67.6153712680755,56.9979090210547,4.58590088116197,2.43539307465064,125,-0.177845414128641,25.0037070240538,12.8058315712833,-0.00148909459235964,0,0.128426075422543,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2017,0.585992040805127,0.485588159679791,2.05067170673293,85,104,123,38,45.0088569400628,49.0808866870957,3.04537016197763,2.65763490475408,NA,-0.189696099808514,20.5644651579161,10.1406264267083,-0.00116897939727179,0,0.153475414033561,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2018,0.522279545301213,0.407231127434087,2.39961230350345,75,96,117,42,99.5404986321079,105.687051296433,7.51831530289372,5.82043902544549,NA,-0.194163166668638,32.2880192733467,11.151244166119,-0.00171357731651276,0,0.170177672280629,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2019,0.585741263530659,0.424940764673088,2.52464502250133,72,93,114,42,93.5511311101067,83.2639620050177,5.74191014957192,4.46892784868738,NA,-0.346077018535512,31.3643870490703,11.2900243377921,-0.00082547466892632,0,0.134863039448278,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2020,0.538686740200532,0.474710444668504,1.95825251429075,76,103,130,54,49.032550766966,46.1647891012714,3.71531501332261,1.70494980910264,1,-0.263622752013506,27.0933124840043,14.5603514753175,-0.00155619743214579,0,0.104286968578234,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2021,0.796041977528436,0.637066424548065,2.20321240364477,79,95,111,32,114.21711663298,85.7500707121784,8.34323552002478,5.77836597480789,12,-0.138295885541005,22.0326414042511,8.720913522514,-0.00066214066608668,0,0.188218079920443,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"ESS_V02",2022,0.612839743826773,0.506320927024346,1.93627073491185,102,112,122,20,14.8957465848501,16.6626723243306,2.18972605175733,1.48492073150853,1,0.30928201129788,6.57069124715132,5.55997956901752,-0.00384012485614856,0,0.189800937701374,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2002,2.11982270441606,2.10123806908439,1.15480377435117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2003,2.67588052026558,2.61536209299927,1.90543101527021,95,113,131,36,147.631768691003,166.370825877864,19.7502106672138,9.1802741196999,1,0.0879376705917558,17.3772094151151,9.65995740556128,0.00220908311796427,0,0.159160904044248,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2004,3.4913949664633,2.78234340771169,2.0500672244243,61,91,121,60,398.806337368272,329.869908356477,25.7610481043612,10.9985804051021,125,0.218844256324507,32.3406592571371,16.4013149767651,0.00124556511563709,0,0.197342866063572,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2005,2.63376787634986,2.71195050433322,1.62837845492374,78,95,112,34,64.474306611881,57.9067794102301,8.64963494092643,3.05916015357655,1,0.283805335777363,8.48683747563618,9.01125820671205,0.000667237065601157,0,0.182523639753394,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2006,3.16744313831846,2.79291887856304,1.71263475066364,80,92,104,24,71.4759258600084,49.4322008705354,7.5934165070755,3.68432050360989,12,0.374082768734657,6.02712385948056,6.39507543323393,0.000580554328039444,0,0.201657416380431,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2007,2.89825142097199,2.74212609846903,1.46778055179208,75,97,119,44,61.9810141181785,56.3337190623789,6.373608524304,2.17472684842749,1,0.381181120105845,7.99715963709818,11.9869378735419,0.0002991408542695,0,0.149404366135486,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2008,3.01776921834122,2.91461224039725,1.63944640893959,72,91,110,38,106.601732812256,113.244435275768,7.81074198188253,5.30300498167959,15,0.472422340062419,12.4500997977401,10.5854675405759,-0.000406789685510321,0,0.167432305772008,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2009,4.72064658101458,3.80072104028236,2.33211244033135,67,91,115,48,467.252647937096,349.506971146346,26.4764604098611,14.8200431033239,125,0.233293696628829,28.6168163984721,13.2369327139546,0.00152970938532411,0,0.237311700743497,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
