"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat"
"20230322_094441",FALSE,"LS_V02",2008,1.04868652160503,0.937292279433244,1.5958631950267,111,119,127,16,16.2037307971729,13.9365883749614,3.48051623778959,1.64709624787858,1,-0.246546949963847,4.47066158307669,4.07928463507356,0.00187862097172052,0,0.150408527972678,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2009,1.17307414034849,1.14887382528464,1.58984512810373,74,93,112,38,26.5873272026326,31.1725487472955,3.72787749875745,1.47900915497537,12,-0.2844895197965,11.3054042119925,10.272710358526,0.00227818495838331,0,0.161387436609399,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2010,1.52854350591674,1.595739850138,1.65852525104162,61,91,121,60,66.2109871589789,45.2176123610864,5.64114234747593,1.31022539736419,125,0.00714149859787449,13.2723717805318,16.2439067613795,0.000677942916979318,0,0.195744217371739,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2011,1.17297526852655,1.14942923103645,1.41223433417761,100,108,116,16,10.0186536414106,9.88506790090947,1.31686563305685,1.12049082837974,NA,0.0192656851780797,3.00974468575838,4.05795062501859,0.000374819303036082,0,0.13618146928007,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_122116",TRUE,"LS_V02",2012,1.0930778978912,1.12904485208767,1.47804620909051,100,103,106,6,4.15533333457138,3.4768038295864,1.62569707273654,1.41743916462686,2,-0.266843073065943,1.01399258247461,1.11661170259268,0.00294592439869025,0,0.137846545800471,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2012","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","65,137","65,92","78,109","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","LS_V02","",NA,NA
"20230322_094441",FALSE,"LS_V02",2013,1.34890876724475,1.38475194247198,1.53931017800493,165,180,195,30,23.676838872718,18.8145226625792,2.38824771516543,1.03345324215597,125,-0.188909360664704,4.24930909711795,8.29189240295269,0.00235658321967794,0,0.121468782743085,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2014,1.07163273070681,1.05464789178789,1.76649676092631,92,105,118,26,13.5832774245118,16.6512331426307,3.61426443639725,1.12776387230022,12,-0.252817023601731,6.24804502365792,7.0073443539568,0.00192180331703024,0,0.217390350786728,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2015,1.11959866931889,1.04042643256216,1.60817593103898,102,111,120,18,7.13209284220382,7.95938796541788,1.79917444440404,0.783133908132729,1,-0.275514248815327,3.08174206646432,4.64323637979885,0.00220858862025888,0,0.172421212419523,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2016,1.45888429933712,1.36358190484225,1.5437820163706,136,152,168,32,39.0010627763761,38.1623383152349,2.22130901032865,2.17806699133339,NA,-0.0496768383334453,8.23958178349949,8.36272130202014,0.00144610248059744,0,0.137675870727749,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2017,1.11736967948665,1.14940579796996,1.79776622740996,95,108,121,26,35.6959948116552,26.7138968152844,3.43746467863198,1.86531305392145,12,-0.172781863602056,8.46302292371929,7.08138783273558,0.00132423094448728,0,0.20789812438761,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2018,1.19343521459932,1.20979434073544,1.3443159014553,171,180,189,18,7.38975958027015,7.27383273821195,1.00925726166024,0.694798020217842,15,0.0167058372500084,2.3045854861508,4.69137339018364,0.00038370901328597,0,0.119104799834216,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2019,1.10244526272074,1.04664450150889,1.79677464693482,144,180,216,72,58.7100685649573,40.1322380152524,6.88663704021765,0.924276388686729,125,-0.312911296987084,11.443324955591,19.8515744625012,0.00241546711892341,0,0.165995036820156,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2020,1.20996916409895,1.16109767226914,1.77582596400466,98,108,118,20,17.3059964818704,16.0007295656201,1.79658131728944,1.487618534444,NA,-0.118405950832958,4.81525213869038,5.08279218400921,0.00137652348510357,0,0.219021595575843,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2021,1.29721259121725,1.12695061740323,1.76413078459863,84,100,116,32,51.9548535940722,42.5599043617711,6.58578924128487,2.53565340740071,12,-0.0767266749670543,11.4266536766861,8.42041354307021,0.000866558636665189,0,0.193693447934881,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_122540",TRUE,"LS_V02",2022,1.81237948546005,1.45022037970784,2.22223515293558,29,49,69,40,93.23215300046,92.4928737642316,5.37287487201647,4.63165298275651,NA,-0.0389962156836419,22.3967557843552,11.0254233980481,-0.00066652253890847,0,0.116553478208311,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","1,91","37,89","38,90","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","LS_V02","",NA,NA
"20230322_094441",FALSE,"P5",2002,7.57981459578409,9.14810046136476,1.82968904040653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_101255",TRUE,"P5",2003,7.96802594424095,5.70149432432612,2.01126612505482,63,136,209,146,1114.42925391535,870.416335437224,34.7790515555815,10.9465200360435,125,0.52545329951065,55.7646709092025,40.3337922528273,0.000775123515719118,0,0.202464615336752,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2003","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,223","52,131","71,136","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_101617",TRUE,"P5",2004,6.54286362662872,6.11883316723874,1.60208957433647,62,144,226,164,449.600247866763,454.747667250484,20.7200914400061,4.69581566127559,1,0.658849439476633,33.1022400712626,45.3135716950678,0.00022411027644593,0,0.173031125398601,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2004","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,229","52,131","71,150","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_101650",TRUE,"P5",2005,6.40256553985317,5.49205939867305,1.96864932280827,84,150,216,132,1277.40925031035,877.882088670173,51.6020869449517,12.4248532852609,125,0.698970004336019,54.0820655804807,36.3426474051485,-0.000470533291165945,0,0.243234434017725,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2005","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,239","52,131","71,150","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_094441",FALSE,"P5",2006,8.41016394355785,7.13212294246958,1.79984060792192,106,112,118,12,61.0499397000914,56.5804912213132,17.1792281932019,8.59593116123037,1,0.698970004336019,2.48270503911297,3.05784352677125,0.00170280799510243,0,0.228412948063296,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2007,6.53455175212655,6.22618711350479,1.7544051948737,123,151,179,56,348.560673660177,317.004732199488,30.2940185359104,10.2272145259358,1,0.698970004336019,16.5427986422987,15.1022876432403,0.000473038085124795,0,0.201115035179948,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2008,7.39063331972644,7.26877648180873,1.59292719766956,107,124,141,34,172.228155896618,154.751731903667,23.6432339432317,7.84566450954274,1,0.698970004336019,8.34231795293808,9.41462084616526,0.00077721343675019,0,0.19197693386706,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2009,8.47956143491641,8.21184271040028,2.17816817494077,100,129,158,58,473.289817961644,474.159970170141,43.7172999690966,14.710559368853,1,0.618052106542424,18.1402687281807,15.8166278383337,0.00215692103747831,0,0.285776866752338,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2010,9.42834156963914,7.8744490429441,1.98197195213367,37,122,207,170,1452.8299416181,1103.08621430573,65.7927298188669,11.8191846042573,12,0.698970004336019,62.157431665621,47.0591320909994,-1.19782541874008e-06,0,0.253134548101489,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2011,8.17210010193683,7.44452969159716,1.83307908128615,112,146,180,68,705.772777419774,376.084033948874,44.9853153160446,9.57495737312437,12,0.698970004336019,16.0946920989063,18.6309018184972,0.00136259590994165,0,0.236457082333191,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_103635",TRUE,"P5",2012,7.23590451742774,6.42930105218635,2.06152985660942,109,142,175,66,892.657900898275,516.116724995875,56.5179922033619,14.4474771804493,12,0.698970004336019,25.1494323342527,18.137052686384,0.000353303998323607,0,0.271500872651779,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2012","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,239","52,131","71,158","percent_thresh","0.1","FALSE","TRUE","FALSE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_094441",FALSE,"P5",2013,10.3874114490755,8.71172981321744,1.92210116047838,121,124,127,6,54.345910467857,50.1123525953646,19.6782510280518,15.7168625274824,NA,0.698970004336019,1.59831576982115,1.52691932642822,0.00233082023559995,0,0.223330058102104,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2014,7.63701613952112,6.42806887997442,1.80610939151442,146,159,172,26,393.726872309853,262.040072418503,46.0136471808861,19.4525269336237,12,0.698970004336019,9.58182128175852,6.7972542620192,0.00104811006066032,0,0.208737420501213,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_103846",TRUE,"P5",2015,7.6498080381627,6.87368320884219,1.98329564541479,98,123,148,50,263.465649501799,272.398096590458,18.5088888301915,9.55283016625694,1,0.698970004336019,13.8266630494307,13.7964122413159,0.00082883679623195,0,0.271339887826937,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2015","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,239","52,131","71,158","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_094441",FALSE,"P5",2016,7.6919966260033,7.6066780741559,1.7237115710724,103,112,121,18,115.647226538523,114.130302552439,16.7062961596444,11.1807182061638,1,0.698970004336019,5.44497652277795,5.00158509772278,0.00102127668172843,0,0.229496129788365,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2017,7.49709369942097,7.1360964622878,1.56339470004578,103,139,175,72,397.821883529614,358.031230263628,15.777843827792,8.64152065367716,1,0.698970004336019,18.2118980286481,19.8224416145758,0.00082891041681345,0,0.160130651488175,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2018,7.75918491123884,6.7184177417022,1.83145159376763,111,133,155,44,295.327691210976,285.114357738044,25.7542763994782,11.4975782236075,1,0.698970004336019,13.6045285448913,12.1823031925423,0.000818943317574885,0,0.229055511807272,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_104054",TRUE,"P5",2019,8.28748141189302,7.31100952123897,1.69710695882024,159,173,187,28,267.763209913189,225.441623087686,29.3247949464423,14.476325181076,12,0.698970004336019,8.02424676615678,7.55556747517668,0.00140747290815632,0,0.199479274322153,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2019","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,239","52,131","71,176","percent_thresh","0.1","TRUE","TRUE","FALSE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","P5","",NA,NA
"20230322_094441",FALSE,"P5",2020,7.36936066666374,7.22389131278591,1.69190809437691,86,139,192,106,535.410260754881,446.383883641396,37.5514208907101,7.32596979676476,12,0.698970004336019,29.0535517119765,29.4786430013679,-1.6182398624334e-05,0,0.201286237328123,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2021,7.46506429733399,6.75265241695077,2.06689395171196,135,143,151,16,262.21400503439,129.079845565314,72.5506042427073,15.6466170171989,12,0.698970004336019,4.97596038631024,4.04296085599252,0.00121507169040244,0,0.294308254395687,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"P5",2022,9.83592470752037,9.24523229382051,1.81262844170377,93,129,165,72,544.388551538329,378.028404715477,43.5218768881322,9.04546486033495,12,0.698970004336019,16.7111018595483,19.7830136125223,0.00145956491298494,0,0.212775405469012,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2002,0.434372673327469,0.397608971894023,1.31241103531756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2003,0.771404647144621,0.577222898907878,2.57858627612917,89,102,115,26,165.253080535595,111.481738353416,49.604107306454,10.1086913277421,12,-0.242382868154286,22.7900225533341,7.07614061009077,-0.000143586485333741,0,0.194767576817247,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2004,0.693286247164701,0.629801455610833,1.90707813675495,90,103,116,26,61.0492105952386,51.703640336656,4.79623678606934,4.2351455479179,2,-0.105668617441179,15.8099644266969,6.92968628086686,-0.0011714058456277,0,0.154276790340624,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2005,0.622813152226355,0.579599309007746,1.53100041174554,87,96,105,18,12.2798851855115,12.3869444956786,1.67849857874154,1.35881989821008,NA,-0.211330231239487,6.00623878315764,4.52190504908394,-0.000348707748426352,0,0.12692948878341,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
