"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat","settings_cell_size_model1","settings_cell_size_model2"
"20230404_154042",FALSE,"LAS",2006,0.383098981236866,0.288662870554118,2.1202337374266,85,132,179,94,57.4947591309163,48.320729935562,2.80657532118142,1.11120571602514,124,-1.65343962230315,74.2247719641985,26.1966493128623,0.00456292299497219,0,0.209364006570603,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2007,0.340421822389735,0.354847807280073,1.67413325681577,144,171,198,54,15.6670707656721,16.0877643556778,0.586229778332943,0.54958801722159,NA,-1.19596836992805,19.269277694417,14.6353957930314,0.0033019691154101,0,0.117409776715475,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_141557",TRUE,"LAS",2008,0.29363891755627,0.245373431683353,2.08037518142634,120,146,172,52,47.8729200334348,50.3660214690436,1.89013809844353,2.16121240916241,5,-1.01924366271575,40.3628828852081,14.2427940129796,0.00175874740800309,0,0.104648994730425,"atlantic","modisaquar2022.0_chlpoly4","full","2008","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","70,228","139,146","146,167","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA,NA,"small","small"
"20230404_154042",FALSE,"LAS",2009,0.492059752129942,0.438372808778279,2.15477890507353,134,166,198,64,59.0819902356652,44.6474737238881,2.72207909635211,1.48377202540121,12,-1.76346976975659,44.6949288087992,17.5191262122221,0.00578842163856202,0,0.204047670172948,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2010,0.779569590979702,0.713538617397756,2.00278520584324,120,137,154,34,49.9796399892387,51.5104678249668,4.22299340041095,2.97127948549273,1,-0.209818128592679,18.3292550598792,9.47049984471375,-6.53628833605423e-05,0,0.170984978216987,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2011,0.466338098137092,0.375980423084235,1.9910345252437,125,148,171,46,47.8111491590371,35.0165897232256,2.43356304923057,1.54262707291971,12,-0.976016595366503,26.6947165340994,12.6395995574098,0.00262895950455392,0,0.176129289980241,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2012,0.298654446095121,0.246354996312517,1.98202314731848,90,143,196,106,52.9651178258485,54.1505594334219,1.54660575681547,1.14478837624803,1,-1.85530804118246,88.9632503125282,29.0488765592116,0.00502891406473821,0,0.148165432065831,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2013,0.339062087208889,0.294662284304311,1.80112488017247,105,140,175,70,53.5435247752221,52.9302247163263,2.20678166704262,1.63547155684081,1,-1.17209448454417,48.9570900045003,19.0499833072638,0.00288231846520186,0,0.13655186326815,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2014,0.307754558749873,0.28626249049288,1.7947512015929,146,169,192,46,34.0988504077214,20.80804827324,1.21086442610784,0.887890466807197,12,-1.2902531580312,24.9903063756588,12.7986407277633,0.00318737600601662,0,0.154138957446128,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2015,0.565834295515228,0.488069979238614,2.20677042506191,123,147,171,48,60.385070685105,56.7269205957387,3.84164047840036,2.7370192005041,1,-1.32112392734287,38.5296177931136,12.8663436525035,0.0040298842342216,0,0.136460225909088,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2016,0.746521037274823,0.646599167018624,2.10559929900954,108,150,192,84,100.916837264455,104.333877831124,3.15653300502012,3.08574090523339,NA,-2.42149023742754,91.1811554486406,22.8568731583505,0.00887100322816583,0,0.12489727976723,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2017,0.390427249219014,0.330427273254509,1.95486446206569,107,145,183,76,39.8349635093858,30.211674746466,1.56012285079728,0.80844701393264,12,-1.74679320374515,48.8030152975371,21.0631562171809,0.00541476166564025,0,0.176689162216198,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2018,0.501046468031316,0.494195716363421,1.72133936220986,177,192,207,30,15.4635430660833,12.316795423851,1.37709263337105,0.769486255765805,12,-0.569075997545241,9.0198018241619,7.8054806249671,0.000930460078203203,0,0.177721156035718,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2019,0.436375566149195,0.416318442434173,1.85914432595996,108,157,206,98,37.8002118128431,29.8804732710919,1.21356500126772,0.557027541069363,12,-1.40234495515186,38.6738642863716,26.8039021782085,0.00450149823178142,0,0.165864850243471,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2020,0.584907132066573,0.56612401242703,2.37318836003925,126,158,190,64,60.298357633276,58.1363290939981,2.14964593508224,1.88650696523939,NA,-1.24015447399954,40.4824145265947,17.5055154543582,0.00410453509826039,0,0.264669027044875,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2021,0.684652054321561,0.687313666631614,1.97897581361194,103,138,173,70,61.9372829577806,53.1449866822625,2.42481675508363,1.56202466541039,1,-1.27816427722696,43.0637619148091,19.1089839355644,0.00457516618097791,0,0.167522944167512,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_142229",TRUE,"LAS",2022,0.455871495650873,0.330600229092744,2.46001877937683,122,137,152,30,35.375012501789,31.8339855537764,2.17142097950343,2.25010263589251,4,-0.658608141571382,21.2926659910391,8.36063275942415,0.000283264635907744,0,0.14593916245721,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","83,213","122,156","124,167","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA,NA,"small","small"
