"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat","settings_cell_size_model1","settings_cell_size_model2"
"20230404_154042",FALSE,"CUSTOM",2011,0.649836332500295,0.631708009395861,2.27654794100632,115,126,137,22,56.9524447425992,29.840099202704,5.63746386525671,3.06097557615039,12,-0.811006653735286,14.9440958788789,5.75305443579114,0.00240065868195855,0,0.239939131401661,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2012,0.620727480015294,0.481437224351677,2.16527051112408,140,151,162,22,36.7562019238657,21.6821253770381,2.48265702042058,1.96950661171821,2,-0.161641213003897,9.52717712018359,5.74008316922831,-0.000659115937744499,0,0.243356127056793,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2013,0.388535627612157,0.455195417542192,2.19008074544972,116,141,166,50,60.5001672859449,30.5508364512937,3.93667032625317,1.25687835451719,12,-1.31353250442715,30.3777130575087,13.6786853090981,0.00416556953975236,0,0.215998681000459,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_161756",TRUE,"CUSTOM",2014,0.574267871937375,0.352014252131083,3.55136113028852,110,137,164,54,184.433388587378,127.811471888796,8.30933135990155,6.07340024380201,12,-1.198173535917,56.2899142442819,14.557588655184,0.00329668294258696,0,0.244802119633511,"atlantic","modisaquar2022.0_chlpoly4","full","2014","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","73,256","76,143","103,157","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2015,0.917568717678567,0.634229685944933,2.92734951176654,108,140,172,64,435.907448269407,474.266539322591,27.1365472981312,19.7188216454254,1,-0.53722978822528,72.2357642061617,17.2862554307824,0.00124615003966855,0,0.191300264225699,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_162107",TRUE,"CUSTOM",2016,1.83081825962635,1.98368655706095,1.74068413642512,149,187,225,76,85.9631837737031,80.6353693712195,2.9861207807602,1.88945980570551,1,-0.318108060824484,22.1441586807309,20.7140581861282,0.00198807896983661,0,0.161881425360929,"atlantic","modisaquar2022.0_chlpoly4","full","2016","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","120,245","120,143","134,198","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_162759",TRUE,"CUSTOM",2017,1.15702279130016,1.28515872219143,1.97420248183999,173,189,205,32,47.8805681236266,51.4805482739418,2.9374585320552,3.13285681491409,NA,-1.33072270369575,15.9165667639038,8.77442178790674,0.00631714759015457,0,0.175573646882774,"atlantic","modisaquar2022.0_chlpoly4","full","2017","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","120,245","120,143","134,198","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2018,0.925562484212935,0.97648191948095,1.83928952949123,169,211,253,84,32.0597309024954,32.4117249684851,1.24216427929501,0.658155878733799,1,0.333650102281847,17.7475191444216,22.9814750305923,-0.00250861394913759,0,0.217605322007468,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2019,0.745422256039302,0.85886145341983,3.0830930233353,125,135,145,20,38.8837217643523,26.6067639334619,4.46960870017779,3.02094803787418,12,-1.0494095635177,12.3210849784721,5.06636343200302,0.00450776100619911,0,0.399240630669883,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2020,0.369571167507513,0.412983381690477,2.52190641618591,103,163,223,120,77.2926273370409,66.8546303007417,3.26134654879942,1.15578882727718,1,-1.96320544822406,90.4832226723383,33.2594583040299,0.00599990609830549,0,0.146583333147868,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2021,0.925652586872176,1.10508684688811,2.15090402716329,105,120,135,30,56.5025993054195,39.9515211717143,5.59434522128657,2.75911180502952,12,-0.728065546344943,17.0929292254492,8.05104820952924,0.00323738786445614,0,0.272500499054146,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"CUSTOM",2022,0.883943474693693,0.801957554569794,3.06328017449926,86,120,154,68,448.09782319596,333.264286137042,26.4101412405619,13.7497008989163,12,-1.57244738660451,90.6654168536358,18.6018002357426,0.00642712132105726,0,0.183721795300209,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_135133",TRUE,"GS",2002,0.273931410862887,0.255408071702946,1.41568667948771,213,224,235,22,5.94813893542684,5.60138449630806,0.448131162213167,0.490968549385559,NA,-0.722755007679536,6.83518577064643,5.59042759702258,0.000432595751081371,0,0.079677643964773,"atlantic","modisaquar2022.0_chlpoly4","full","2002","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","107,218","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230315_135352",TRUE,"GS",2003,0.958082398238666,0.840065888111861,4.01102104814297,95,135,175,80,301.750463272731,191.801011179129,16.0406820735405,5.72174671602797,12,-1.03422707111826,77.6838556923073,22.1893424180778,0.0030582129466761,0,0.370423024260908,"atlantic","modisaquar2022.0_chlpoly4","full","2003","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","69,260","72,159","101,161","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"GS",2004,0.885194049636661,0.875800836214421,2.10991706845709,102,125,148,46,116.108860056902,67.5475022988184,8.88390464083801,3.10005256423989,12,-0.711255404060864,27.8878099005311,12.3261840676105,0.00286468216709849,0,0.265605993561207,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2005,0.474050283964319,0.423370291939135,2.13364969082589,90,110,130,40,64.8058484131077,38.5473935653116,6.65564913649259,2.06379123438394,12,-0.828471332545798,27.0352147680608,10.9051223763845,0.00182819145033082,0,0.255817823854444,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2006,0.572165789838147,0.472929621640434,3.56657362563921,98,138,178,80,312.516498079983,193.642600445635,20.7241716501466,6.70171187101596,12,-1.78329219799789,104.370296702173,21.929146611236,0.00519027016000915,0,0.22675763453616,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_140149",TRUE,"GS",2007,0.753140198356751,0.855292928330936,3.51322136210189,89,123,157,68,119.206255547865,78.6716652959873,13.065688014128,2.51807172003556,124,-1.58300207637571,55.2164300951414,18.9507675880281,0.00693202928741406,0,0.371896135578948,"atlantic","modisaquar2022.0_chlpoly4","full","2007","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","64,217","89,143","90,156","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230315_140249",TRUE,"GS",2008,0.361978847385254,0.380048140835796,2.18126727872544,118,137,156,38,10.3393283985991,10.9138695049209,0.969382246327593,0.537602721636374,1,-1.37644072048707,13.6043094586206,10.1442422520986,0.00526779712647306,0,0.213144611120686,"atlantic","modisaquar2022.0_chlpoly4","full","2008","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","64,234","89,143","90,156","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"GS",2009,0.369153304994264,0.283799162541622,2.76517708053889,114,148,182,68,136.196223785322,133.854864580356,5.20877059780228,4.9274941045575,NA,-1.01528149869562,68.3485315309133,18.4619052217325,0.00166011842961318,0,0.211764000206429,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2010,0.485948437126138,0.451617008366784,2.26283776621883,100,137,174,74,63.7173955312027,50.7447654132762,4.98326058481202,1.40560831125324,12,-1.14046064357433,45.6846378093833,20.3597457271098,0.00330134736167951,0,0.26346714826991,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2011,0.676434660592869,0.579380462946505,2.98968457175663,108,128,148,40,129.683322390098,122.507091333121,11.2016333736266,7.35403036167068,1,-0.573176936667472,37.2015767488659,10.9341101195516,0.000795861178439128,0,0.255350687358568,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_140448",TRUE,"GS",2012,0.725699527950362,0.558465606595532,3.80842392421845,110,141,172,62,129.881068319936,129.161488892504,8.67250902016447,5.3808160561129,1,-1.47611790528702,66.5719666213791,16.7596226474549,0.00449469990415469,0,0.199393856313496,"atlantic","modisaquar2022.0_chlpoly4","full","2012","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,224","103,136","120,171","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"GS",2013,0.515880144230308,0.462058251761322,3.29095210448414,110,141,172,62,105.868154090558,128.53116316284,4.76198192966879,5.20417627212706,2,-1.32476223577772,63.4819939252824,16.8562875612418,0.00391875646499974,0,0.297893694553628,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2014,0.626269358738184,0.382767716309279,3.26061339123756,124,151,178,54,148.959043349564,145.317995228482,12.8639976882658,6.32606273841045,1,-0.535312051607052,50.1988149030812,14.9988279572536,0.00014434610154882,0,0.236682953727231,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_140644",TRUE,"GS",2015,0.99868679721747,0.730770789406061,3.45718231027534,103,127,151,48,175.844395194186,119.794706519338,11.8932497485992,5.67335460565314,124,-0.954644209910198,41.7786215300692,13.3770124150786,0.00384172378396472,0,0.367267263965253,"atlantic","modisaquar2022.0_chlpoly4","full","2015","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","103,136","120,171","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"GS",2016,0.631248496751487,0.682422675051606,2.16931835912414,126,142,158,32,42.8575169760624,42.1804744761309,2.94100049141401,2.82854133092358,NA,-1.0217000626588,21.9843565936588,8.74218370471074,0.00362974638152213,0,0.209212494352596,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2017,0.532571056060176,0.398159545089564,2.792866185513,102,134,166,64,301.458515971712,182.853190419282,20.0441646344319,7.0986699870637,12,-0.762510671251945,63.7880017036658,17.4298636474326,0.00126123723817206,0,0.248838080898815,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2018,0.57582877314719,0.458946529265181,3.51600747097262,123,148,173,50,871.930472785322,271.776715346242,73.7522178338127,14.3525705330156,12,-0.88757133296121,58.9777675122497,13.7770712474175,0.0023329636785281,0,0.287682867778213,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_140953",TRUE,"GS",2019,0.544395907743511,0.630750937837686,3.0591999701533,105,120,135,30,33.3652698116619,28.6448428036194,3.623642674572,2.00718217512912,15,-1.45315247168441,20.6766344336389,8.32686570215539,0.00676606986346317,0,0.342478424317487,"atlantic","modisaquar2022.0_chlpoly4","full","2019","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","103,136","120,171","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"GS",2020,0.333072597277665,0.29740368398661,2.40494956010711,126,144,162,36,27.4277779085755,28.100163223319,1.72580240989269,1.68815819135116,NA,-1.0546455271733,23.322650359078,9.62228659746926,0.00253253091578071,0,0.245362961196509,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"GS",2021,0.897356261888007,0.798857460484493,2.24187884446816,99,127,155,56,117.62390589884,89.433823494407,6.43120131939333,3.4069535860275,12,-0.590012743946169,36.0558744965468,15.1155855683117,0.00174997187060838,0,0.245707955066706,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_141033",TRUE,"GS",2022,0.778925895634181,0.687769777316155,3.05176568580597,113,141,169,56,102.583469822158,112.312749532391,6.25646425573711,4.57613355806717,1,-0.884417665297197,47.5423928755488,15.4612770235281,0.00244509598415189,0,0.212075251035713,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","103,136","120,171","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA,NA,"small","small"
"20230404_154042",FALSE,"LAS",2002,0.608391270691821,0.622402303742898,1.52589315422264,176,195,214,38,16.1989687731169,16.1020729414169,1.00390384351629,0.769566615907262,NA,-0.400620846159686,10.6691596747883,10.1154054707365,0.00037614024372166,0,0.115813357247493,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230315_141211",TRUE,"LAS",2003,0.419333592746049,0.325917756227843,2.79794096829591,136,153,170,34,101.771395935802,121.720552802946,8.60652804226168,9.76855393468493,25,-1.18832202615819,38.8500321298574,9.05866578511921,0.00310938285644788,0,0.110738511639895,"atlantic","modisaquar2022.0_chlpoly4","full","2003","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","100,136","153,171","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA,NA,"small","small"
"20230404_154042",FALSE,"LAS",2004,0.53621824505128,0.520560622533002,1.81624573367186,141,160,179,38,28.5610760476772,24.9454312671453,1.34481452694967,1.3178135256479,NA,-1.21112563809156,19.7931951119116,10.2558362529697,0.0040117883697217,0,0.149418675116845,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
"20230404_154042",FALSE,"LAS",2005,0.432435869840638,0.382722852236712,2.10193068711909,108,145,182,74,76.2338898763725,54.5069801246703,3.92079637354908,1.52109214022443,12,-1.21210320127898,49.1550967315417,20.6089929152897,0.00340843495789861,0,0.222447589625697,"atlantic","modisaquar2022.0_chlpoly4","full","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2022","custom,CLS,GS,LAS","custom","","-60,-52.371424,-50,-46.307218,-48.8,-51.888045,-57.732533,-60,-60","63.32779,63.28831,61.117045,59.484497,56.915375,56.066286,59.350346,62.5,63.32779",NA,NA
