"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max_real.","t.max_fit.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_composite","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_percent","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polystr"
"20240115_000000",FALSE,"CS_V02",2023,1.003992947,0.718376106,2.193207526,85,100,105,125,40,82.1785003,75.15866699,4.662587265,3.877117602,NA,-0.298013966,25.01960293,11.03606167,0.000379909,0,0.135428374,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2003,1.175834603,0.908827162,2.469735481,78,110,105,132,54,160.1408343,141.8148976,7.228492031,6.369441874,NA,-1.104174553,50.40923659,14.59890935,0.00523191,0,0.130039053,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2004,1.375409934,1.145767164,1.974266548,92,103,107,122,30,112.5644498,114.6250336,8.122471222,8.518884308,NA,-0.369025451,22.31213909,8.124518853,0.002244206,0,0.105992458,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2005,0.950088768,1.013652538,1.501363076,108,122,119,130,22,20.53613764,26.25199242,2.388010664,2.373523277,2,-0.321126379,9.094407436,5.71072876,0.001475581,0,0.129106327,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2006,1.092301279,0.934997686,1.636828637,111,120,118,125,14,31.63078961,21.97158201,5.818231452,2.998300849,12,-0.26742196,6.094386893,3.816955631,0.001874733,0,0.136232706,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2007,1.350067486,1.04188729,2.193910914,71,93,104,137,66,178.2926431,132.3531194,7.380943698,4.165700595,12,-0.32848555,39.61809474,17.90619646,0.001216232,0,0.160760596,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2008,1.254319729,1.28100575,1.876473156,103,116,115,127,24,40.68522913,35.98740339,4.215822016,3.108272926,1,-1.053838875,14.12024283,6.480840028,0.006436625,0,0.168162598,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2009,1.562733542,1.335523686,1.831437583,73,105,103,133,60,165.0748773,118.4189825,4.891971537,3.978265451,2,-0.37891163,32.73139401,16.31069095,0.002454972,0,0.149232778,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2010,0.921596549,0.784340937,1.793430042,68,96,91,114,46,74.82601945,78.56159834,3.013559492,3.464014003,5,-0.322562992,26.03268509,12.56663774,0.001163095,0,0.133121093,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2011,1.055783519,0.918755748,1.81971255,101,114,114,127,26,65.06799107,65.43435517,6.960000507,5.09049794,1,-0.153243728,15.27838217,7.187586695,0.000688155,0,0.134427201,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
