"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max_real.","t.max_fit.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_composite","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_percent","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polystr"
"2024-02-13-092653",FALSE,"LAS",2006,0.720869626,0.350689901,0.788890876,94,128,129,164,70,67.75458648,76.27444165,4.001029073,1.711414348,1,0,81.66250828,19.03608399,0.001689678,0,0.280788514,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2007,0.454830129,0.394324657,0.369094621,153,167,171,189,36,15.06067473,16.92935419,0.926351043,0.752784244,NA,0,17.9919907,9.534957532,0.002043565,0,0.173525478,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2008,0.455373595,0.268590587,0.49408382,104,135,135,166,62,67.14973481,73.52320731,2.314738768,1.837306075,NA,0,79.17256771,17.1910849,0.001524735,0,0.222342468,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2009,0.907641595,0.450083968,1.243500618,152,166,166,180,28,61.6471859,45.01913961,4.891766388,2.579026507,12,0,47.80922645,7.395473357,0.003564055,0,0.362195822,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2010,1.203991769,0.815297073,1.216882093,127,137,137,147,20,42.91117116,45.24839833,5.017963366,3.630516141,1,1.271248458,48.04549534,5.279519145,-0.002221746,0,0.189600983,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2011,0.709607247,0.410366211,0.679329211,131,152,148,165,34,58.71477889,42.76181673,3.414563517,1.95026976,12,0,46.03044041,9.415871199,0.002461749,0,0.198640867,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2012,0.440705559,0.256601003,0.448120057,113,145,143,173,60,49.5010334,60.7808549,1.821158063,1.572984954,2,0,65.38806598,16.58379763,0.001316809,0,0.196460011,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2013,0.479041844,0.347682505,0.449935605,113,140,140,167,54,56.88043656,63.94302997,2.684955201,1.864901626,1,0,68.38455704,14.62891702,0.001725508,0,0.166952882,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2014,0.407150614,0.303652739,0.316105905,157,157,169,181,24,24.40250615,19.73981951,1.283572566,1.291270368,2,0.032160949,21.13800583,6.530657297,0.001437994,0,0.193070795,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2015,0.989243367,0.519766948,1.213033928,134,145,146,158,24,61.10616453,63.7675495,5.305665059,4.220055329,NA,0,67.97044971,6.425575992,0.002301707,0,0.175018872,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2016,1.168817585,0.704284469,1.039349933,127,145,150,173,46,90.68110214,108.5875435,4.305297699,3.678599186,2,0,116.6395183,12.64949865,0.003571565,0,0.233041872,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2017,0.561482135,0.351093309,0.463663989,121,151,145,169,48,34.3977407,32.59804261,1.357447331,1.064267904,NA,0,34.93290423,13.09464696,0.002224241,0,0.252861694,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2018,0.67859136,0.544735882,0.502045729,184,194,192,200,16,9.959846551,9.859486699,1.667090547,0.998417616,1,0.845641706,10.43324138,4.168857843,-0.001299985,0,0.233345996,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2019,0.630846365,0.456534539,0.678182345,151,157,157,163,12,10.72972272,8.446215468,1.469838044,1.177550033,2,0,8.84711714,2.997315602,0.003283545,0,0.259214972,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2020,1.00820089,0.604510832,1.001329292,130,148,158,186,56,48.62374398,55.04662572,1.99024582,1.538131309,NA,0,59.02598457,15.30946074,0.003996747,0,0.368614353,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2021,0.990859256,0.758910784,0.709131236,94,123,126,158,64,58.87979615,71.71444527,2.554730522,1.755406222,12,0,76.86199874,17.46803712,0.003946536,0,0.233694087,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2022,0.609847815,0.355559386,0.586162929,108,131,131,154,46,57.26458897,60.22380682,2.796476885,2.041349766,1,0,64.6739123,12.63926373,0.001786286,0,0.194783786,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
"2024-02-13-092653",FALSE,"LAS",2023,1.057583957,0.485293613,2.050308696,137,143,155,173,36,136.4630432,172.7863399,11.2115086,7.537384332,12,0,185.00256,9.791903918,0.001838281,0,0.287868475,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","FALSE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","FALSE","TRUE","2002,2024","CLS,GS,LAS","custom","",NA
