"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max_fit.","t.max_real.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_composite","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_percent","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polystr"
"20230315_141033",TRUE,"GS",2022,0.778925895634181,0.687769777316155,3.05176568580597,113,141,148,169,56,102.583469822158,112.312749532391,6.25646425573711,4.57613355806717,1,-0.884417665297197,47.5423928755488,15.4612770235281,0.00244509598415189,0,0.212075251035713,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","103,136","120,171","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","GS","",NA
"20240118_151454",TRUE,"GS",2023,0.498398915042708,0.425309176876679,3.70726098262228,120,152,147,184,64,458.178664042184,352.910401565925,36.9557736176617,15.9434365374533,12,-1.35445513455399,85.9966834800078,17.2968244862423,0.00380331075619854,0,0.208497188887906,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","GS","",NA
"20230315_141211",TRUE,"LAS",2003,0.419333592746049,0.325917756227843,2.79794096829591,136,153,155,170,34,101.771395935802,121.720552802946,8.60652804226168,9.76855393468493,25,-1.18832202615819,38.8500321298574,9.05866578511921,0.00310938285644788,0,0.110738511639895,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2003","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","72,223","100,136","153,171","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA
"20230404_154042",FALSE,"LAS",2004,0.536218245,0.520560623,1.816245734,141,160,157,179,38,28.56107605,24.94543127,1.344814527,1.317813526,NA,-1.211125638,19.79319511,10.25583625,0.004011788,0,0.149418675,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2005,0.43243587,0.382722852,2.101930687,108,145,130,182,74,76.23388988,54.50698012,3.920796374,1.52109214,12,-1.212103201,49.15509673,20.60899292,0.003408435,0,0.22244759,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2006,0.383098981,0.288662871,2.120233737,85,132,130,179,94,57.49475913,48.32072994,2.806575321,1.111205716,124,-1.653439622,74.22477196,26.19664931,0.004562923,0,0.209364007,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2007,0.340421822,0.354847807,1.674133257,144,171,160,198,54,15.66707077,16.08776436,0.586229778,0.549588017,NA,-1.19596837,19.26927769,14.63539579,0.003301969,0,0.117409777,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230315_141557",TRUE,"LAS",2008,0.29363891755627,0.245373431683353,2.08037518142634,120,146,132,172,52,47.8729200334348,50.3660214690436,1.89013809844353,2.16121240916241,5,-1.01924366271575,40.3628828852081,14.2427940129796,0.00175874740800309,0,0.104648994730425,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2008","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","70,228","139,146","146,167","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA
"20230404_154042",FALSE,"LAS",2009,0.492059752,0.438372809,2.154778905,134,166,166,198,64,59.08199024,44.64747372,2.722079096,1.483772025,12,-1.76346977,44.69492881,17.51912621,0.005788422,0,0.20404767,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2010,0.779569591,0.713538617,2.002785206,120,137,140,154,34,49.97963999,51.51046782,4.2229934,2.971279485,1,-0.209818129,18.32925506,9.470499845,-6.54e-05,0,0.170984978,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2011,0.466338098,0.375980423,1.991034525,125,148,158,171,46,47.81114916,35.01658972,2.433563049,1.542627073,12,-0.976016595,26.69471653,12.63959956,0.00262896,0,0.17612929,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2012,0.298654446,0.246354996,1.982023147,90,143,134,196,106,52.96511783,54.15055943,1.546605757,1.144788376,1,-1.855308041,88.96325031,29.04887656,0.005028914,0,0.148165432,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2013,0.339062087,0.294662284,1.80112488,105,140,140,175,70,53.54352478,52.93022472,2.206781667,1.635471557,1,-1.172094485,48.95709,19.04998331,0.002882318,0,0.136551863,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2014,0.307754559,0.28626249,1.794751202,146,169,148,192,46,34.09885041,20.80804827,1.210864426,0.887890467,12,-1.290253158,24.99030638,12.79864073,0.003187376,0,0.154138957,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2015,0.565834296,0.488069979,2.206770425,123,147,156,171,48,60.38507069,56.7269206,3.841640478,2.737019201,1,-1.321123927,38.52961779,12.86634365,0.004029884,0,0.136460226,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2016,0.746521037,0.646599167,2.105599299,108,150,148,192,84,100.9168373,104.3338778,3.156533005,3.085740905,NA,-2.421490237,91.18115545,22.85687316,0.008871003,0,0.12489728,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2017,0.390427249,0.330427273,1.954864462,107,145,146,183,76,39.83496351,30.21167475,1.560122851,0.808447014,12,-1.746793204,48.8030153,21.06315622,0.005414762,0,0.176689162,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2018,0.501046468,0.494195716,1.721339362,177,192,194,207,30,15.46354307,12.31679542,1.377092633,0.769486256,12,-0.569075998,9.019801824,7.805480625,0.00093046,0,0.177721156,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2019,0.436375566,0.416318442,1.859144326,108,157,153,206,98,37.80021181,29.88047327,1.213565001,0.557027541,12,-1.402344955,38.67386429,26.80390218,0.004501498,0,0.16586485,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2020,0.584907132,0.566124012,2.37318836,126,158,130,190,64,60.29835763,58.13632909,2.149645935,1.886506965,NA,-1.240154474,40.48241453,17.50551545,0.004104535,0,0.264669027,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230404_154042",FALSE,"LAS",2021,0.684652054,0.687313667,1.978975814,103,138,140,173,70,61.93728296,53.14498668,2.424816755,1.562024665,1,-1.278164277,43.06376191,19.10898394,0.004575166,0,0.167522944,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,180","108,247","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","custom","",NA
"20230315_142229",TRUE,"LAS",2022,0.455871495650873,0.330600229092744,2.46001877937683,122,137,124,152,30,35.375012501789,31.8339855537764,2.17142097950343,2.25010263589251,4,-0.658608141571382,21.2926659910391,8.36063275942415,0.000283264635907744,0,0.14593916245721,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","83,213","122,156","124,167","percent_thresh","20","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CLS,GS,LAS","LAS","",NA
"20240118_151617",TRUE,"LAS",2023,0.500322509691594,0.454862605727482,2.30029862342219,129,150,155,171,42,113.397673738832,100.342310208125,7.79231082951602,5.76249717870869,1,-1.12883204081113,41.7964633805716,11.6780056227575,0.00318749721532417,0,0.172239723919634,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","85,299","85,226","108,247","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2023","CLS,GS,LAS","LAS","",NA
